PCI,Road Type,AADT,Asphalt Type,Last Maintenance,Average Rainfall,Rutting,IRI
48.2,Primary,24556,Asphalt,2015,91.67,17.94,0.7
26.79,Tertiary,4896,Asphalt,2010,57.59,19.3,1.05
71.49,Primary,16962,Concrete,2021,34.4,13.32,0.71
77.54,Secondary,3188,Concrete,2019,34.04,13.02,0.79
42.87,Secondary,8618,Concrete,2020,50.46,14.41,0.82
79.16,Secondary,4550,Asphalt,2024,44.71,12.41,0.66
100,Primary,39183,Concrete,2018,43.88,18.1,0.88
54.84,Secondary,11922,Asphalt,2019,86.32,17.1,0.98
20.58,Secondary,20527,Asphalt,2020,82.8,19,0.96
77.2,Primary,11354,Concrete,2017,51.66,14.19,1.03
93.98,Primary,22965,Concrete,2019,74.08,15.18,0.69
31.19,Tertiary,1380,Asphalt,2017,68.77,19.81,0.76
22.98,Tertiary,1666,Asphalt,2016,82.21,20.44,0.81
97.42,Primary,13565,Concrete,2019,39.56,13.19,0.71
12.88,Tertiary,2914,Asphalt,2017,66.41,19.99,0.96
18.19,Tertiary,2686,Concrete,2005,84,18,1.14
54.3,Tertiary,563,Concrete,2021,52.16,14.04,0.51
87.49,Primary,23727,Concrete,2023,42.62,15.3,0.75
54.14,Secondary,6210,Asphalt,2011,72.83,19.56,1.34
47.79,Secondary,4149,Asphalt,2020,74.92,19.79,1.11
79.84,Tertiary,1469,Asphalt,2019,84.1,19.56,1.16
27.29,Tertiary,5420,Asphalt,2020,71.79,18.97,0.9
79.65,Secondary,13219,Concrete,2019,71.13,14.62,0.95
46.47,Tertiary,3397,Asphalt,2013,92.05,19.29,0.88
100,Tertiary,1439,Concrete,2018,55.96,14.74,0.69
100,Secondary,11387,Concrete,2018,66.07,14.08,0.92
48.86,Tertiary,3994,Concrete,2003,81.44,19.09,0.96
0,Primary,31407,Asphalt,2019,74.01,21.17,0.92
100,Primary,34703,Concrete,2020,36.5,15.36,0.79
37.89,Secondary,23118,Asphalt,2019,76.59,18.64,0.77
68.43,Tertiary,1406,Concrete,2017,48.96,13.33,0.66
36.98,Tertiary,2651,Asphalt,2020,72.48,19.22,1
36.33,Primary,29089,Concrete,2010,78.98,19.78,0.79
79.68,Tertiary,1497,Concrete,2018,56.18,12.31,1.15
77.78,Primary,15099,Concrete,2016,43.02,14.39,1.09
99.74,Secondary,4491,Concrete,2020,44.11,13.5,0.81
80.33,Primary,36968,Concrete,2020,52.55,16.01,0.64
91.74,Secondary,11633,Concrete,2017,42.73,15.9,0.56
3.65,Secondary,307,Asphalt,2018,60.64,19.68,0.71
82.31,Tertiary,2437,Asphalt,2025,56.46,14.58,1.04
86.98,Primary,23090,Concrete,2019,54.45,16.59,1.01
95.19,Primary,16726,Concrete,2018,50.41,14.03,0.94
22.18,Primary,35933,Concrete,2007,87.89,19.71,1.28
70.86,Tertiary,831,Concrete,2022,48.07,15.06,0.93
95.08,Tertiary,1073,Concrete,2018,41.35,12.46,0.6
42.38,Tertiary,1653,Asphalt,2008,94.86,20.83,0.78
63.93,Primary,26503,Concrete,2022,72.51,15.84,0.93
53.48,Secondary,17395,Asphalt,2013,70.91,18.94,0.89
29.39,Tertiary,3143,Asphalt,2020,78.41,19.22,1.14
71.14,Primary,27245,Concrete,2021,49.21,15.25,0.52
48.46,Tertiary,1927,Asphalt,2020,70.25,18.59,0.56
20.58,Tertiary,1563,Asphalt,2016,87.41,19.17,1.13
61.98,Secondary,4563,Asphalt,2024,54.53,15.45,0.38
33.68,Tertiary,3952,Concrete,2008,82.12,19.53,0.91
29.04,Tertiary,3782,Concrete,2010,88.09,19.85,1.11
49.03,Secondary,11960,Concrete,2008,83.61,19.86,1.03
73.2,Secondary,16094,Concrete,2016,55.16,15.13,0.86
100,Primary,27589,Concrete,2022,52.24,16.24,1.2
7.58,Tertiary,3764,Asphalt,2019,77.47,19.87,0.87
64.19,Tertiary,2320,Asphalt,2024,46.5,11.85,0.59
37.76,Primary,44288,Asphalt,2018,67.54,19.39,1
77.04,Secondary,11231,Concrete,2021,65.65,13.74,0.57
27.32,Primary,36422,Asphalt,2018,84.7,18.9,0.86
13.77,Secondary,14931,Asphalt,2020,90.64,19.15,0.55
6.07,Tertiary,2084,Asphalt,2020,81.45,18.51,0.85
72.49,Secondary,12630,Concrete,2018,27.59,12.63,0.87
29.77,Tertiary,3320,Asphalt,2013,74.43,17.59,0.7
54.68,Tertiary,902,Concrete,2020,60.9,13.27,0.83
44.2,Secondary,23187,Asphalt,2021,89.31,18.64,0.9
82.16,Tertiary,1193,Concrete,2021,39.69,15.3,0.85
0,Primary,40334,Asphalt,2008,75.1,20.1,0.65
30.11,Secondary,12549,Asphalt,2019,77.45,18.71,0.9
14.27,Tertiary,1816,Asphalt,2020,70.37,20.78,0.9
25.1,Tertiary,5557,Asphalt,2020,60.08,17.24,0.48
100,Tertiary,4752,Concrete,2021,58.2,13.96,0.87
36.59,Tertiary,67,Asphalt,2021,80.72,19.72,1.27
65.67,Tertiary,2274,Concrete,2021,60.32,16.46,0.82
96.14,Secondary,13861,Concrete,2017,55.65,14.78,0.79
57.18,Tertiary,828,Concrete,2019,52.43,12.72,0.77
54.78,Primary,31724,Asphalt,2017,73.08,20.18,1.09
38.41,Secondary,15513,Asphalt,2018,83.36,18.59,1.06
64.83,Primary,11984,Concrete,2024,64.39,13.33,0.7
54.99,Primary,27407,Asphalt,2019,77.94,19.06,0.98
41.91,Tertiary,4078,Asphalt,2019,70.57,17.76,0.92
82.07,Tertiary,1545,Concrete,2025,59.25,15.68,0.73
75.49,Tertiary,2099,Concrete,2019,49.75,14.18,0.76
30.91,Primary,48883,Asphalt,2020,91.17,21.4,1.12
62.35,Secondary,10130,Concrete,2008,77.2,15.21,1.2
75.68,Primary,54548,Concrete,2018,60.1,15.14,0.76
43.49,Tertiary,3176,Asphalt,2015,67.16,15.79,0.98
80.5,Secondary,8961,Concrete,2021,44.21,13.75,0.73
10.28,Secondary,17682,Asphalt,2014,74.35,19.32,0.81
64.88,Secondary,7215,Concrete,2020,32.05,11.49,0.65
100,Primary,21990,Concrete,2022,54.74,13.26,0.9
90.13,Tertiary,39,Asphalt,2024,41.69,12.36,0.74
18.77,Tertiary,1956,Asphalt,2019,62.15,18.38,1.26
98.15,Primary,15732,Concrete,2017,46.89,14.74,0.8
80.77,Primary,22121,Concrete,2021,38.62,14.75,0.74
77.7,Tertiary,2814,Asphalt,2024,51.88,14.4,0.58
92.72,Secondary,6839,Concrete,2021,41.49,10.89,0.62
78,Secondary,9930,Concrete,2019,69.83,15.15,0.81
94.21,Primary,16950,Concrete,2023,50.35,12.87,0.79
37.85,Secondary,6823,Asphalt,2020,90.22,21.32,0.86
34.28,Tertiary,-609,Concrete,2010,55.07,19.81,1.54
0.42,Tertiary,3188,Asphalt,2020,57.71,18.97,0.96
76.63,Secondary,11260,Concrete,2017,65.68,13.98,0.5
23.18,Tertiary,5013,Asphalt,2015,76.06,20.56,0.89
68.85,Secondary,12515,Concrete,2020,46.21,13.9,0.94
81.8,Secondary,5374,Concrete,2016,49.39,12.42,0.61
69.43,Secondary,7240,Concrete,2021,51.37,14.8,0.9
29.03,Tertiary,5835,Asphalt,2020,53.42,16.83,1.27
82.71,Secondary,9709,Concrete,2022,50.65,12.71,0.79
92.58,Tertiary,1108,Concrete,2019,32.21,12.36,0.69
33.08,Primary,18068,Asphalt,2018,72.53,19.97,1.05
27.58,Tertiary,970,Asphalt,2020,76.85,18.15,0.97
32.6,Secondary,11603,Asphalt,2020,66.44,20.61,1.11
13.11,Tertiary,3368,Asphalt,2019,70.86,18.89,0.93
36.34,Secondary,7937,Concrete,2009,69.43,19.55,0.94
25.26,Secondary,12858,Asphalt,2020,82.54,20.27,0.8
45.05,Tertiary,259,Asphalt,2018,71.2,18.5,0.48
59.24,Primary,39286,Asphalt,2019,89.99,19.62,0.87
73.49,Secondary,4605,Concrete,2019,36.79,11.94,0.51
33.79,Secondary,24648,Asphalt,2020,89.22,19.28,0.89
36.6,Primary,23528,Concrete,2021,56.9,14.84,0.74
26.26,Tertiary,1035,Concrete,2007,73.24,19.91,1.04
25.73,Secondary,10402,Concrete,2007,69.18,20.06,0.77
100,Tertiary,1784,Concrete,2024,46.86,11.96,1.06
79.55,Secondary,5067,Concrete,2020,40.01,13.1,0.53
11.11,Tertiary,3954,Asphalt,2016,73.96,19.62,0.82
26.16,Secondary,11941,Asphalt,2020,75.86,18.06,1.24
79.97,Tertiary,2007,Concrete,2018,66.2,13.87,0.91
94.32,Tertiary,1871,Asphalt,2023,42.19,13.22,0.71
28.1,Tertiary,4306,Concrete,2011,74.4,19.13,0.77
12.51,Tertiary,2625,Asphalt,2017,81.08,21.1,0.99
69.5,Secondary,10185,Concrete,2020,55.09,13.42,0.25
71.74,Tertiary,859,Concrete,2016,72.71,17.5,0.95
31.74,Tertiary,5143,Asphalt,2016,83.67,18.21,0.84
49.37,Tertiary,3119,Asphalt,2017,70.9,18.23,1.26
37.75,Tertiary,3769,Asphalt,2019,89.23,19.51,0.87
53.41,Tertiary,5048,Asphalt,2019,71.43,18.1,0.91
20.29,Tertiary,302,Asphalt,2019,100.75,19.17,0.83
23.84,Tertiary,1297,Asphalt,2018,91.3,18.94,0.87
61.92,Secondary,1442,Asphalt,2003,84.97,19.72,1.24
91.92,Secondary,9555,Concrete,2019,55.35,15,0.7
28.17,Primary,32146,Asphalt,2017,70.21,17.24,0.99
19.01,Secondary,16078,Asphalt,2019,73.12,18.04,0.78
96.61,Primary,15723,Asphalt,2024,33.47,13.51,0.38
81.93,Tertiary,494,Concrete,2017,56.31,14.48,0.76
34.14,Tertiary,4040,Asphalt,2014,75.78,19.73,0.9
82.96,Secondary,6564,Asphalt,2025,76.45,16.9,0.82
63.78,Secondary,1595,Concrete,2022,59.74,14.05,0.71
9.43,Tertiary,4819,Asphalt,2020,88.44,18.86,0.79
18,Tertiary,1815,Asphalt,2020,73.7,17.97,1.3
60.47,Secondary,20954,Asphalt,2020,84.56,17.69,1.08
88.41,Tertiary,166,Asphalt,2023,29.83,11.46,0.57
6.67,Tertiary,2816,Asphalt,2019,78.98,19.37,0.86
39.24,Tertiary,2298,Asphalt,2018,84.13,20.23,1.01
96.52,Tertiary,1155,Asphalt,2024,56.1,15.3,0.54
87.48,Tertiary,649,Concrete,2019,44.51,13.69,0.42
73.13,Secondary,6076,Concrete,2020,54.87,14.92,0.56
86.32,Secondary,10877,Concrete,2021,51.32,14.7,0.96
83.88,Secondary,16657,Concrete,2021,68.66,14.65,0.88
54.69,Tertiary,3935,Asphalt,2020,73.11,19.07,0.9
57.4,Secondary,1543,Asphalt,2024,51.42,12.75,0.66
32.14,Tertiary,1840,Asphalt,2015,76.11,20.01,1.3
1.16,Tertiary,1917,Concrete,2011,89.3,18.62,0.8
81.83,Secondary,11746,Concrete,2017,55.04,14.23,0.77
47.72,Secondary,16620,Asphalt,2019,75.24,18.57,1.08
7.39,Tertiary,3370,Asphalt,2019,88.49,18.68,1.35
72.59,Primary,27210,Asphalt,2024,52.4,15.58,1.08
59.59,Tertiary,3258,Concrete,2021,31.48,11.85,1.01
16.09,Primary,21246,Asphalt,2019,73.71,20.88,0.65
71.59,Secondary,9138,Concrete,2024,52.09,15.76,0.83
76.14,Secondary,6957,Concrete,2025,55,13.16,0.58
100,Tertiary,1770,Concrete,2020,58.93,12.23,0.45
17.26,Tertiary,2986,Asphalt,2019,73.85,17.14,1.04
87.24,Secondary,1401,Concrete,2015,35.75,12.97,0.71
73.03,Tertiary,1637,Asphalt,2023,56.53,13.6,0.85
98.71,Tertiary,3004,Asphalt,2024,49.7,10.69,0.44
94.47,Primary,33095,Concrete,2020,43.02,14.96,0.47
28.88,Tertiary,5240,Asphalt,2016,102.04,19.61,1.38
100,Tertiary,2559,Concrete,2019,56.38,13.23,0.16
93.13,Tertiary,219,Concrete,2020,42.59,15.26,1.03
30.15,Tertiary,4052,Concrete,2004,71.88,18.3,1.06
17.07,Tertiary,3111,Concrete,2012,82.61,18.99,0.95
22.85,Tertiary,1527,Asphalt,2006,80.27,20.01,0.96
84,Primary,31513,Asphalt,2024,55.9,15,0.65
75.19,Secondary,10104,Concrete,2021,57.57,11.64,0.81
0,Secondary,12934,Asphalt,2020,71.14,18.09,0.78
84.01,Primary,23367,Concrete,2021,65.33,14.91,0.8
88.59,Tertiary,2247,Concrete,2019,42.23,13.12,0.58
21.3,Primary,45953,Asphalt,2019,76.96,18.2,0.96
73.38,Tertiary,1994,Concrete,2022,53.42,15.27,1.07
43.19,Secondary,17578,Concrete,2011,81.87,22,0.99
56.72,Tertiary,2627,Concrete,2009,100.87,19.2,1.06
26.02,Secondary,7599,Asphalt,2015,70.48,19.34,0.96
79.1,Tertiary,1696,Asphalt,2024,49.98,15.59,0.94
13.57,Secondary,11790,Concrete,2011,76.46,19.31,1.05
24.71,Tertiary,1699,Asphalt,2016,79.23,19.58,0.79
57.4,Tertiary,2488,Asphalt,2019,76.09,21.39,0.99
21.65,Tertiary,4121,Asphalt,2021,88.12,20.08,1.01
81.04,Primary,32071,Asphalt,2025,40.43,12.66,0.83
65.57,Primary,29733,Concrete,2021,47.14,14.9,0.71
7.68,Tertiary,2204,Concrete,2007,76.94,19.6,1.1
56.68,Secondary,9220,Concrete,2024,38.1,15.24,0.98
23.13,Secondary,12940,Concrete,2003,68.89,19.51,1.02
15.15,Secondary,24248,Concrete,2005,58.37,17.48,1.02
34.79,Tertiary,6802,Asphalt,2016,94.29,17.88,0.78
75.32,Tertiary,5223,Concrete,2017,46.17,12.43,1.08
32.49,Secondary,5706,Asphalt,2020,99.73,19.84,1.12
14.99,Secondary,11858,Asphalt,2017,74.5,19.9,1.14
26.12,Tertiary,3487,Asphalt,2020,73.49,18.63,1.01
76.21,Secondary,8687,Concrete,2021,54.86,13.57,0.46
49.4,Secondary,18121,Asphalt,2019,59.5,18.29,0.89
31.64,Tertiary,1025,Asphalt,2020,99.5,17.36,0.92
73.89,Tertiary,945,Concrete,2019,73.44,13.05,0.64
20.89,Tertiary,1047,Asphalt,2019,66.66,19.53,1.05
71.7,Tertiary,3349,Asphalt,2024,47.42,12.25,0.67
91.55,Tertiary,2139,Concrete,2018,35.15,12.38,0.63
42.81,Secondary,13348,Asphalt,2019,80.52,18.45,0.46
72.04,Secondary,8395,Concrete,2020,41.95,11.21,0.13
16.95,Tertiary,1921,Concrete,2009,79.82,18.84,1.11
57.52,Primary,17667,Concrete,2022,51.34,11.32,0.54
17.24,Tertiary,2853,Asphalt,2017,69.69,18.35,0.77
77.97,Tertiary,1280,Concrete,2019,55.5,12.31,0.61
54.09,Tertiary,2424,Asphalt,2020,58.2,20.31,0.91
32.1,Secondary,15623,Asphalt,2018,69.2,18.65,0.87
38.83,Secondary,27191,Asphalt,2020,96.25,20.51,1.17
29.38,Secondary,2023,Asphalt,2020,87.39,17.49,0.62
60.51,Tertiary,-243,Concrete,2016,39.69,11.82,0.88
87.3,Secondary,11196,Concrete,2021,43.2,11.72,1.01
31.83,Primary,56161,Asphalt,2017,91.35,18.55,0.99
31.77,Primary,52508,Asphalt,2019,80.63,19.17,0.95
18.43,Secondary,25847,Asphalt,2020,65.64,18.23,0.98
7.34,Tertiary,1565,Asphalt,2019,82.13,19.23,0.91
23.61,Tertiary,2537,Asphalt,2019,75.41,19.96,1.26
90.07,Primary,25406,Concrete,2022,41.75,13.75,0.64
100,Primary,10955,Concrete,2023,37.35,11.33,0.79
100,Secondary,15346,Concrete,2022,51.55,16.23,1
20.97,Primary,7626,Asphalt,2013,84.27,19.59,0.91
74.42,Tertiary,2883,Concrete,2019,69.51,11.69,0.58
48.05,Secondary,20640,Concrete,2010,69.73,20.21,0.77
19.69,Secondary,10792,Asphalt,2020,91.57,18.56,0.95
97.29,Primary,34015,Concrete,2021,56.51,14.92,0.74
72.1,Tertiary,2544,Asphalt,2024,57.18,13.59,0.54
75.5,Secondary,3548,Concrete,2020,38.84,13.03,0.8
33.66,Tertiary,711,Asphalt,2020,72.12,19.52,0.9
5.36,Tertiary,4036,Asphalt,2019,91.92,19.22,1.27
47.26,Tertiary,1712,Asphalt,2024,62.29,13.62,0.52
66.95,Tertiary,519,Concrete,2022,40.71,12.06,0.35
89.01,Tertiary,1203,Concrete,2021,62.17,14.25,0.85
46.57,Primary,86467,Asphalt,2021,85.39,19.85,0.89
28.38,Secondary,11625,Concrete,1991,75.47,20.29,1.04
38.39,Secondary,19078,Asphalt,2021,80.77,20.58,1
0,Secondary,4228,Asphalt,2020,89.62,19.64,1.07
30.42,Tertiary,3056,Concrete,2007,70.96,18.27,0.94
30.78,Secondary,7053,Asphalt,2019,85.52,20.04,1
62.67,Secondary,21263,Asphalt,2019,60.13,17.53,0.89
43.71,Primary,61412,Concrete,2010,73.1,20.62,0.95
35.44,Secondary,22674,Asphalt,2020,71.68,18.53,0.78
28.49,Tertiary,4287,Asphalt,2017,77.19,19.11,1.28
27.5,Secondary,10219,Asphalt,2020,78.34,18.32,0.72
38.04,Tertiary,3151,Asphalt,2020,72.83,19.12,0.9
35.41,Primary,38839,Asphalt,2012,75.09,18.56,0.92
31.4,Tertiary,2397,Asphalt,2020,83.66,18.6,0.84
17.66,Tertiary,1861,Asphalt,2018,90,18.69,1.09
40.38,Secondary,19406,Asphalt,2018,71.22,20.59,1.4
94.36,Tertiary,4203,Concrete,2019,54.22,15.72,0.7
51.61,Tertiary,1591,Asphalt,2019,80.92,20.49,0.72
83.59,Secondary,16829,Concrete,2023,59.4,15.23,0.78
57.12,Secondary,4876,Asphalt,2024,56.68,15.6,0.41
75.6,Secondary,6005,Concrete,2022,50.33,15.29,0.69
65.85,Tertiary,2433,Concrete,2024,50.47,14.95,0.58
71.6,Primary,17693,Concrete,2021,43.89,13.47,0.56
32.57,Secondary,9177,Asphalt,2019,78.14,19.79,0.99
44.85,Tertiary,5369,Asphalt,2020,79.42,20.79,0.68
100,Tertiary,1625,Concrete,2015,54.66,12.78,0.75
6.22,Secondary,3408,Concrete,2010,78.51,18.8,1.03
26.77,Tertiary,1772,Asphalt,2012,74.89,17.42,0.8
47.76,Secondary,4377,Asphalt,2024,52.14,13.03,0.36
24.44,Secondary,236,Asphalt,2020,87.8,19.18,0.7
70.03,Primary,19928,Concrete,2021,58.25,14.79,0.55
72.17,Secondary,7750,Concrete,2017,46.65,14.55,0.76
81.61,Primary,3050,Concrete,2023,43.9,15.21,1
14.82,Tertiary,540,Concrete,1995,86.96,18.57,1.17
77.42,Tertiary,1176,Concrete,2021,45.36,14.29,0.86
80.22,Tertiary,1100,Concrete,2019,54.4,13.5,0.53
21.54,Secondary,11484,Concrete,2005,88.86,18.55,0.68
72.96,Tertiary,1085,Asphalt,2023,30.3,13.52,0.73
22.07,Secondary,6816,Asphalt,2020,89.73,19.04,1.25
96.24,Tertiary,2422,Concrete,2019,38.97,11.88,0.69
89.12,Tertiary,583,Concrete,2023,50.37,15.03,0.9
84.19,Primary,35577,Concrete,2023,59.21,14.81,0.75
72.85,Primary,44430,Concrete,2023,61.54,15.78,1.09
19.2,Tertiary,3058,Concrete,2006,85.73,20.05,1.35
5.79,Tertiary,1314,Asphalt,2020,87.54,18.08,0.89
0.62,Secondary,17348,Asphalt,2003,79.38,19.11,1.56
59.94,Primary,30978,Concrete,2022,46.41,14.48,0.8
94.74,Secondary,1193,Concrete,2019,64.69,15.18,0.6
74.93,Primary,23936,Concrete,2019,38.62,15.09,1.09
86.37,Secondary,5440,Concrete,2020,41.52,14.59,0.77
75.13,Tertiary,3231,Concrete,2017,62.29,16.85,0.75
12.16,Secondary,6645,Asphalt,2017,53.99,18.19,1.24
51.31,Secondary,6316,Concrete,2019,59.97,15.39,1.02
52.16,Secondary,13888,Asphalt,2024,57.34,13.16,0.8
36.18,Tertiary,1085,Asphalt,2018,86.37,18.48,1.24
100,Tertiary,209,Asphalt,2023,52.29,14.73,0.41
76.19,Primary,23769,Concrete,2021,70.58,16.32,0.61
79.43,Secondary,4039,Concrete,2023,61.39,12.6,0.52
25.52,Tertiary,2300,Asphalt,2013,83.75,19.02,1.4
100,Tertiary,2998,Concrete,2020,46.27,11.23,0.61
64.57,Secondary,9517,Concrete,2025,66.93,15.13,0.76
63.26,Secondary,2719,Concrete,2017,53.68,13.68,1.01
69.53,Tertiary,3900,Concrete,2011,85.88,17.83,0.78
35.95,Secondary,25198,Asphalt,2015,82.9,20.25,0.92
78.53,Secondary,4561,Concrete,2019,55.28,15.1,1.18
63.38,Tertiary,1566,Concrete,2016,58.15,15.16,0.88
93.13,Secondary,17777,Concrete,2022,46.51,14.89,0.84
12.34,Tertiary,946,Asphalt,2020,70.62,19.05,0.53
85.19,Tertiary,1440,Asphalt,2024,43.66,12.28,0.6
38.01,Tertiary,3930,Asphalt,2017,86.1,18.67,1.08
85.99,Primary,39614,Concrete,2019,49.35,13.8,0.9
100,Primary,40434,Concrete,2022,52.13,15.87,0.96
19.27,Tertiary,5197,Concrete,2011,86.41,20.45,1.09
27.08,Tertiary,3970,Asphalt,2019,72.39,20.27,1.02
75.05,Secondary,6362,Concrete,2020,42.31,14.31,0.62
99.8,Tertiary,1512,Asphalt,2025,40.15,14.15,0.69
67.61,Tertiary,5456,Asphalt,2018,94.16,21.43,1.13
86.22,Tertiary,2410,Concrete,2020,41.35,12.82,0.39
87.7,Primary,32457,Asphalt,2024,33.56,13.8,0.99
50.91,Tertiary,4535,Asphalt,2018,66.71,19.28,0.89
81.43,Tertiary,2047,Concrete,2020,49.32,13.35,0.68
43.63,Secondary,14550,Asphalt,2019,71.03,19.31,0.68
100,Primary,22246,Concrete,2019,37.41,11.61,0.98
40.17,Secondary,2985,Asphalt,2019,73.96,18.41,0.72
97.97,Primary,21268,Concrete,2018,43.73,13.92,0.65
43.92,Tertiary,3166,Asphalt,2020,93.3,19.95,1.17
69.81,Tertiary,3677,Concrete,2018,45.92,11.49,0.82
79.42,Secondary,16592,Concrete,2018,55.27,14.21,0.51
90.53,Tertiary,1957,Concrete,2016,42.06,13.07,0.5
85.1,Primary,27957,Asphalt,2024,37.56,11.63,0.63
74.62,Secondary,15331,Concrete,2021,63.36,16.29,0.68
28.39,Secondary,6606,Asphalt,2020,84.85,20.25,0.79
25.04,Tertiary,1902,Asphalt,2019,77.05,18.47,0.75
23.29,Tertiary,2169,Asphalt,2020,81.93,17.39,1.15
96.89,Secondary,9199,Concrete,2021,44.84,14.45,0.59
14.79,Secondary,12414,Concrete,2010,72.4,19.89,1.23
37.62,Primary,30733,Concrete,2012,81.63,19.98,0.76
21.18,Tertiary,2024,Asphalt,2019,84.98,20.92,1.12
91.95,Tertiary,1420,Concrete,2024,58.65,14.84,1
87.42,Primary,5808,Asphalt,2025,42.52,13.53,0.73
78.66,Tertiary,2358,Concrete,2016,39.68,13.24,0.61
29.97,Tertiary,1758,Asphalt,2019,75.25,18.52,1.01
88.93,Secondary,8403,Concrete,2019,49.29,15.04,0.63
45.73,Secondary,10618,Asphalt,2020,66.71,20.12,1.05
84.1,Secondary,12579,Concrete,2018,28.32,12.1,0.26
42.8,Tertiary,2594,Asphalt,2018,83.48,19.82,0.61
28.21,Secondary,21796,Concrete,1999,77.81,17.73,1
8.3,Tertiary,3285,Asphalt,2020,94.6,19.95,1.2
23.99,Tertiary,2452,Asphalt,2016,85.37,18.32,0.93
87.69,Tertiary,341,Asphalt,2024,49.13,14.52,0.95
35.34,Secondary,33955,Concrete,2012,77.37,19.82,1.06
45.55,Tertiary,5116,Asphalt,2016,70.97,19.31,1.08
100,Tertiary,1981,Asphalt,2023,42.97,12.61,0.83
75,Tertiary,342,Concrete,2018,44.5,14.08,0.6
64.72,Tertiary,555,Asphalt,2024,54.67,13.46,0.94
78.45,Tertiary,1053,Concrete,2020,37.42,9.07,0.68
87.46,Primary,38944,Concrete,2021,40.76,13.1,0.65
72.31,Tertiary,3030,Asphalt,2017,66,18.59,0.76
82.99,Primary,16902,Concrete,2019,70.2,14.64,0.85
63.24,Primary,18210,Concrete,2021,55.99,15.14,0.97
24.43,Tertiary,2429,Asphalt,2019,79.9,18.27,0.7
100,Tertiary,1497,Concrete,2025,50.06,14.82,0.93
26.63,Tertiary,2912,Asphalt,2020,74.57,19.71,0.79
5.53,Tertiary,885,Asphalt,2019,79.24,19.52,0.9
36.34,Tertiary,3677,Asphalt,2016,82.93,20.54,0.86
100,Tertiary,4580,Concrete,2021,43.67,13.16,0.35
86.07,Primary,13674,Concrete,2019,52.42,14.4,0.53
77.55,Secondary,5693,Concrete,2020,62.16,15.55,0.7
51.95,Tertiary,2360,Concrete,2008,81.9,18.42,0.91
35.54,Secondary,18194,Asphalt,2020,76.53,19.11,1.03
82.82,Tertiary,1576,Concrete,2017,54.09,15.91,0.55
75.28,Primary,33121,Concrete,2019,43.26,13.97,0.42
85.47,Tertiary,451,Concrete,2019,50.04,12.39,0.65
17.99,Tertiary,2463,Asphalt,2018,78.51,17.92,0.96
14.07,Tertiary,3300,Concrete,2004,87.27,19.56,0.71
31.56,Secondary,10760,Asphalt,2017,76.95,19.89,0.98
54.19,Secondary,15488,Asphalt,2018,90.5,19.7,0.58
88.17,Secondary,6102,Asphalt,2025,49.81,14.55,0.76
100,Tertiary,1999,Concrete,2020,48.38,13.74,0.53
63.66,Secondary,35736,Concrete,2019,54.38,13.7,0.91
17.56,Secondary,27550,Asphalt,2020,81.6,20.26,1.27
78.51,Tertiary,-37,Concrete,2020,38.4,13.54,0.71
26.37,Tertiary,2453,Asphalt,2020,69.03,18.36,1.14
18.05,Primary,40188,Asphalt,2019,94.63,20.3,0.91
43.05,Tertiary,1663,Asphalt,2015,63.63,17.34,0.95
98.03,Tertiary,2654,Asphalt,2024,55.04,14.74,0.95
91.93,Tertiary,609,Concrete,2021,47.21,13.99,0.68
51.55,Primary,29678,Asphalt,2019,75.37,19.65,1.58
84.53,Tertiary,1427,Concrete,2020,67.78,15.41,0.62
87.97,Primary,30446,Concrete,2019,51.34,14.32,0.5
33.61,Tertiary,1906,Asphalt,2019,62.03,19.54,0.96
0,Tertiary,2752,Asphalt,2019,81.97,17.8,0.93
82.47,Tertiary,1188,Concrete,2020,58.24,13.28,0.69
95.12,Primary,29616,Concrete,2018,34.74,12.78,0.87
36.81,Secondary,8492,Concrete,2012,92.21,18.87,0.97
97.67,Tertiary,5514,Asphalt,2025,35.21,11.57,0.98
32.3,Tertiary,417,Concrete,2010,73.5,18.73,0.72
98.55,Tertiary,2183,Concrete,2020,45.65,13.68,0.98
100,Tertiary,1418,Concrete,2021,36.08,13.63,0.8
92.77,Tertiary,3570,Concrete,2022,45.85,13.93,1.05
67.12,Tertiary,2376,Asphalt,2018,87.38,18.84,1.26
0,Tertiary,1042,Asphalt,2019,63.81,21.2,1.13
18.43,Secondary,14156,Asphalt,2015,80.27,19.53,0.93
59.35,Primary,6377,Concrete,2022,53.01,14.67,0.53
100,Secondary,10112,Concrete,2020,68.68,14.98,0.91
27.21,Primary,16872,Asphalt,2019,87.29,20.73,1.07
77.97,Tertiary,2903,Concrete,2016,63.74,15.9,0.53
30.76,Primary,53912,Asphalt,2019,79.26,21.13,0.61
100,Tertiary,1221,Concrete,2020,51.7,14.2,0.68
25.89,Primary,18470,Asphalt,2018,79.41,19.17,0.95
83.81,Primary,30837,Concrete,2017,54.76,15.56,1.19
24.66,Secondary,25455,Asphalt,2015,82.46,20.23,1.05
42.26,Primary,44371,Asphalt,2018,90.64,20.85,0.6
60.57,Primary,37006,Concrete,2021,57.94,16.92,0.64
62.85,Primary,15575,Asphalt,2021,81.29,19.02,1.14
89.55,Primary,16458,Concrete,2019,45.61,13.38,0.77
14.22,Tertiary,2493,Asphalt,2014,78.65,19.53,0.63
93.28,Secondary,15817,Asphalt,2024,42.05,15.28,1.06
